TrackingNumber,Common.Name,Population.Name,NMFSJeopardy,NMFSCriticalHabitat,AdMod,Jeopardy,CH_cons,Spp_cons,BiOp,RPA,WorkType,Comments,Population,ProposedSP,ProposedCH
FPR-2003-2430,Steelhead,Lower Columbia River DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For carbaryl,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2430,Steelhead,Middle Columbia River DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For carbaryl,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2430,Steelhead,Puget Sound DPS,,,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Agriculture - Pesticide,For carbaryl,,NA,NA
FPR-2003-2430,Steelhead,Snake River Basin DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For carbaryl,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2430,Steelhead,Southern California DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For carbaryl,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2430,Steelhead,Upper Columbia River DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For carbaryl,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2430,Steelhead,Upper Willamette River DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For carbaryl,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2430,Steelhead,South Central California Coast DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For carbaryl,South Central California Coast DPS,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2430,Steelhead,Northern California DPS,,,,,,,Y,,Agriculture - Pesticide,For carbaryl,,No Effect,No Effect
FPR-2003-2432,"Salmon, Chinook",California Coastal ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,No Effect,No Effect
FPR-2003-2432,"Salmon, Chinook",Central Valley spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2432,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,No Effect,No Effect
FPR-2003-2432,"Salmon, Chinook",Puget Sound ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2432,"Salmon, Chinook",Sacramento River winter-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2432,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2432,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2432,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2432,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,No Effect,No Effect
FPR-2003-2432,"Salmon, chum",Hood Canal summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,No Effect,No Effect
FPR-2003-2432,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,No Effect,No Effect
FPR-2003-2432,"Salmon, coho",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,NA,NA
FPR-2003-2432,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,No Effect,No Effect
FPR-2003-2432,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,No Effect,No Effect
FPR-2003-2432,"Salmon, sockeye",Ozette Lake ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,No Effect,No Effect
FPR-2003-2432,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,No Effect,No Effect
FPR-2003-2432,Steelhead,California Central Valley DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2432,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2432,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2432,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2432,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,No Effect,No Effect
FPR-2003-2432,Steelhead,Puget Sound DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,NA,NA
FPR-2003-2432,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2432,Steelhead,South Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),South Central California Coast DPS,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2432,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2432,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2432,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For disulfoton (no JAMs),,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,"Salmon, Chinook",California Coastal ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,No Effect,No Effect
FPR-2003-2433,"Salmon, Chinook",Central Valley spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,"Salmon, Chinook",Puget Sound ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,"Salmon, Chinook",Sacramento River winter-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For ethoprop,,No Effect,No Effect
FPR-2003-2433,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2433,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2433,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,No Effect,No Effect
FPR-2003-2433,"Salmon, chum",Hood Canal summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,No Effect,No Effect
FPR-2003-2433,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For ethoprop,,No Effect,No Effect
FPR-2003-2433,"Salmon, coho",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,NA,NA
FPR-2003-2433,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,"Salmon, sockeye",Ozette Lake ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,No Effect,No Effect
FPR-2003-2433,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,Steelhead,California Central Valley DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,No Effect,No Effect
FPR-2003-2433,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2433,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,No Effect,No Effect
FPR-2003-2433,Steelhead,Puget Sound DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,NA,NA
FPR-2003-2433,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2433,Steelhead,South Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,South Central California Coast DPS,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2433,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2003-2433,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For ethoprop,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2434,"Salmon, Chinook",California Coastal ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For fenamiphos,,No Effect,No Effect
FPR-2003-2434,"Salmon, Chinook",Central Valley spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For fenamiphos,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2434,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For fenamiphos,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2434,"Salmon, Chinook",Puget Sound ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For fenamiphos,,No Effect,No Effect
FPR-2003-2434,"Salmon, Chinook",Sacramento River winter-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For fenamiphos,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2003-2434,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For fenamiphos,,No Effect,No Effect
FPR-2003-2434,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For fenamiphos,,No Effect,No Effect
FPR-2003-2434,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,For fenamiphos,,No Effect,No Effect
